time_s,axis_1,axis_2,axis_3,axis_4,axis_5,axis_6,axis_7,axis_8
0.0,10.7265652113572,11.193067185283946,13.377032388107176,14.185818618031062,14.462753046831155,15.621321753560162,16.75584072200686,17.66536695818773
1.0,10.781375368900187,11.277239136760874,13.30147057220696,14.114844448076234,14.559627412849851,15.558241008818335,16.583950233226673,17.835229076809245
2.0,10.995068544131215,11.457079036673552,13.479178912653225,14.35195514886982,14.496983174393641,15.363205998034587,16.70547529524361,17.864906666828443
3.0,10.899265461906214,11.400305415264066,13.57740588040098,14.197132173145718,14.20997636813833,15.430634438402464,16.656947310879158,17.769919492110038
4.0,10.623105042566726,11.458923301906333,13.51813266705687,14.165513856850824,14.162219562003225,15.49327477895638,16.751929208540414,17.550743010168016
5.0,10.48300284304256,11.361214860800619,13.19504035035917,13.892011559088534,14.030744057863318,15.771084696648314,16.73414774198515,17.50409636261063
6.0,10.745177355098711,11.425608995362976,12.951845399207084,14.001307534358466,14.102277705698695,15.581063019206537,16.90032224427719,17.60298949634943
7.0,10.81757709756516,11.422955970102862,12.889691114462783,13.962774786795737,14.060406127078412,15.477579483703181,16.92295473722025,17.61101331013444
8.0,10.670923720992791,11.429437442209064,13.136927163566776,13.972772599942992,13.95376947722219,15.5228937108501,17.092486112513154,17.68719703536696
9.0,10.83493748157426,11.419753779927765,13.12162494278959,14.101225816800264,14.185599105781549,15.579468518525369,17.007858934850855,17.599249782957678
10.0,11.002798993521779,11.640462559424973,13.276964363642733,14.197404312852361,14.163843737012222,15.646554234505095,17.02976773819387,17.77632357440813
11.0,11.113435446983102,11.42587266319288,13.30730982877203,14.198941588845537,14.257855877583616,15.51692647701049,17.083422482896083,17.656127061580186
12.0,11.150809389055153,11.767134232252197,13.436079433563341,14.409714849337373,14.085131554877698,15.571284372132878,16.731998110775464,17.463195511561135
13.0,11.112757062144212,11.698240781370497,13.454733497394495,14.006189435791113,14.07932837374811,15.607579071178053,16.673712215190832,17.594113831468395
14.0,11.112331019668588,11.762261244636353,13.253567431706793,13.985286529895012,14.240035737431205,15.465853947818612,16.79454984264582,17.83613495842407
15.0,10.835717429753709,11.636710981777416,13.282955131458788,14.210577105429714,14.384693649086373,15.422774875570989,16.915897940397663,17.83030535514534
16.0,10.64224472574931,11.432445720602377,13.466457670864227,14.198012664101629,14.63424205673835,15.624899220553162,16.897324680397364,17.715384342582627
17.0,10.851090511795633,11.415391017200886,13.443795756528145,14.375559073968954,14.66810106328907,15.732470443077625,16.929125228466727,17.57138191241513
18.0,10.897601226176528,11.518531587970475,13.156333416003921,14.1742763150046,14.552540881358809,15.492483572730235,16.604251214380927,17.584183849881178
19.0,11.036753240601682,11.651318072995837,13.120290969456532,14.251225401726025,14.430086853255123,15.293138522876259,16.988047825895638,17.494403773893428
20.0,10.746197221435468,11.394752949492283,13.3578291299042,14.023470815944286,14.248174629368489,15.486885423251156,16.8757788643284,17.649292300761573
21.0,10.864139580824418,11.45539085793805,13.091403483866786,14.090864732239949,14.353680899811236,15.5427751998329,17.176321277840593,17.836434424508642
22.0,10.870698433514915,11.308102231817893,12.90615487401485,14.096396673954304,14.226349345302925,15.492894367432912,17.064244077804855,17.733302299315806
23.0,11.008638396401457,11.345663424388897,12.781094400353224,14.20592340759999,14.321915316380341,15.68063077762495,17.295513431791406,17.775517395141865
24.0,10.809559959857834,11.21841188409605,12.799710165135453,14.393728813902129,14.163546948937391,15.70149598975729,17.261538673164367,17.671406335868465
25.0,10.887329739281414,11.284056146259895,12.817899231708843,14.1757380212405,14.39229506688651,15.760973022491486,17.163310137665505,17.94497907875447
26.0,10.908558917862894,11.37200466320605,13.03248163440042,14.126296262344457,14.661084946680651,15.421595269159672,17.4629278927012,18.059470975594156
27.0,11.073430404868292,11.370916437020655,13.034685698374469,14.179131197099606,14.419314829875697,15.520872846102872,17.24386865706397,17.94947495163047
28.0,11.05347335457976,11.197199160287983,13.184039785386325,14.191517521102682,14.431493974844091,15.455576955387896,17.12824456386571,17.678018793773347
29.0,11.295616587979946,11.553550223701684,13.03471180620886,14.270237622204853,14.450739347434725,15.528724449236107,16.95378551739518,17.748189976429668
30.0,11.235075913492167,11.58279736150075,12.99895270563919,14.442962019779293,14.239421857537089,15.890232817053723,17.1680695416138,17.782321722358876
31.0,11.067201967606177,11.719697298061945,13.026913516617851,14.670919842355135,14.430953449006989,15.698599585012953,17.35509933878128,17.60966358888168
32.0,10.711964720456137,11.476705073286155,13.263498758007117,14.777386588861045,14.54155346557644,16.005430743799355,17.366607460081504,17.2998798028326
33.0,10.805061096877496,11.471376169982427,13.249407752602249,14.45749538817013,14.607917893036676,15.929383203109769,17.08498210582539,17.586570000554364
34.0,11.037819964419842,11.616327612567305,13.255041150668191,14.145992659716468,14.37635859621744,15.689839090570432,17.135580551379547,17.566379699076204
35.0,11.155248778425968,11.47128689896973,13.402709231118033,14.082021986156837,14.375257961062127,15.290252773951385,17.123141946540063,17.52463306930578
36.0,10.819069684831465,11.753805751590809,13.535448281899479,14.143922816239122,14.099494863240551,15.232221146224607,17.597885013194638,17.492613782214253
37.0,10.643317769977882,11.654127239942849,13.360228996339698,14.349114459928703,14.288393388895074,15.327491351092295,17.189537808441457,17.671483068750696
38.0,10.734751693450647,11.579336635488975,13.127435979192667,14.349244913534855,14.45502921953808,15.549370221288719,16.931628132629243,17.749522413707325
39.0,10.932602885593784,11.587786469524376,13.13224726770408,14.617634914450944,14.559441674819949,15.734515461730963,16.912186808656944,17.592945442755386
40.0,11.139340021961589,11.726700326190043,13.242430310997946,14.639010598480176,14.493261476173124,15.999781273380963,17.19068760363721,17.595408931849125
41.0,11.091664691650648,11.844632049921955,13.254601523533045,14.355435530641676,14.519724287335821,16.02765637350195,17.1250912577929,17.686812290442
42.0,10.860670499452585,11.716232981038702,13.093803206348467,13.98036116551571,14.463579804049735,16.17603261185991,17.231676194781247,17.592689051323344
43.0,10.934443363081316,11.425298972364036,12.94193858443333,14.190110582585856,14.37683472021193,16.02353311381261,17.035524536129056,17.72329003141546
44.0,10.86657262024853,11.03094071575623,12.9541854439284,14.22459575747766,14.207033294631715,15.812097451036182,17.047634122322926,17.659728090651868
45.0,11.04643677894521,11.437591997052666,13.137152297407527,14.474341339305385,14.16883672519361,15.597809126679936,16.86056003303612,17.733155125961297
46.0,11.096781581614648,11.577404728858639,13.073465156168005,14.376124746185393,14.272268281237086,15.397575498493065,17.23106963947736,17.800784523610616
47.0,11.188387061688122,11.727803150127457,13.075229999428267,14.523134433989277,14.31755808423917,15.637804332456009,17.284060045287905,17.46043036858267
48.0,11.092899257943538,11.454173612888086,13.165690384485869,14.469670183722195,14.575304543564384,15.481454180347722,17.268653982303615,17.607320777009562
49.0,11.108713010265978,11.500756702300741,13.378893139484635,14.357204684975116,14.681469000969376,15.733904345431293,17.197885769202387,17.791789792416008
50.0,11.023955289523448,11.413313917712635,13.306149549851435,14.217690017919299,14.732077074395791,15.70783838893071,16.89784245039996,17.807166188072518
51.0,10.816978290567272,11.638010586444656,13.407118206582723,14.088745960481612,14.531238799174812,15.478449109068807,17.291589550863446,17.577838249507945
52.0,10.830804517685646,11.94742166720386,13.219552239124706,14.32422350797305,14.677978478421533,15.572981956861147,17.66054170919113,17.475878987544927
53.0,10.61395471507928,12.102670269200246,13.163722103440609,14.382053857944062,14.583383029268669,15.882084803027928,17.683237708683446,17.56589592557605
54.0,10.647078607409641,12.0214030395158,13.3038859655052,14.622780492984603,14.592016541062467,15.924873589208678,17.15283412727131,18.01722194304035
55.0,10.664343926573059,11.520988420376941,13.498498592138139,14.272818018352908,14.381743524946232,15.780245695866354,16.95758125715217,18.10392754349897
56.0,10.939151776910888,11.250411946936131,13.520546246506742,14.29826961433195,14.436739852303239,15.511813926616872,17.199688208132237,18.0697547557262
57.0,11.009915090015882,11.22146496526913,13.662607729215098,14.14961284736176,14.726758881122949,15.26075370584711,17.204449374133723,18.107426835693904
58.0,11.150006301761605,11.169557551687001,13.353899155306447,14.356652049712562,15.118169994592613,15.462253508053383,17.070857849631057,17.898522251693414
59.0,10.796905611020048,11.07941086007812,13.322523753672177,14.243895255619178,14.700725842762031,15.569250007371638,17.271841390146783,17.85497659202907
60.0,10.789908157587039,11.466936824572281,13.263746153516172,14.487965107899704,14.44956474450463,15.868907663837918,17.120856212315637,17.830350377080176
61.0,10.726438122658081,11.650321144454466,13.342813468755406,14.158943284747044,14.542365519492305,15.642945084160557,17.22609446482228,17.867789804938887
62.0,11.033988977475454,11.731785771238252,13.236212307852918,14.504307629152427,14.608570869378871,15.574556846429779,17.070525925494856,17.69431293635659
63.0,11.107516731471081,11.561362159002764,13.114444525936355,14.597210052681001,14.902263601119438,15.54530229013584,17.27403288116662,17.724642941999274
64.0,11.245485148228017,11.599426575349439,13.372506589784745,14.671376772333392,14.439913622844895,15.679226980113821,17.12539181547993,17.891599645487183
65.0,11.045678182145117,11.675304466576854,13.332435425726631,14.59645638582549,14.409252636703158,15.623715079909209,16.956637008640694,17.905036483956128
66.0,10.913724751106209,11.605319848473272,13.246802361057224,14.656035556345591,14.38887454311717,15.753725753609139,17.022168435896337,17.957767969432894
67.0,10.922339317087598,11.789618527028669,13.150956055989015,14.355885779330695,14.380445852419754,15.56980207704164,16.74023051973637,17.694902222132228
68.0,10.887473258280577,11.704125228026932,13.187289009299903,14.14668100769714,14.571783407490825,15.917487539948866,17.229658320530106,17.45199964017025
69.0,10.899755355133054,11.649773235044055,13.09789372995752,13.888372298710271,14.923450610107626,16.055073650716857,17.227267147321506,17.744117185215956
70.0,10.572419539239313,11.343333461409395,13.036594500085211,14.017723401340941,15.011479322252901,16.272651370897407,17.215637765309307,17.945925803631447
71.0,10.511834447184116,11.14593826706092,13.129277829084467,14.24997501976598,14.64332716886143,15.91678177288402,16.77829869633125,17.96197390717573
72.0,10.779121506512698,11.147357266161945,13.43842164577804,14.512548222651844,14.453784497212158,15.538506451879796,16.86408721551047,17.847658423501628
