time_s,axis_1,axis_2,axis_3,axis_4,axis_5,axis_6,axis_7,axis_8
0.0,-0.7915034026363226,-1.7351554809335492,-1.4592018559804822,-1.5744751401226988,-1.5945788492292543,-1.6392648464750328,-1.7467566203754883,-1.7387144483251102
1.0,-1.8728273687264307,-1.8552902869638357,-1.1886271084824132,-1.6612747676469402,-1.3456016474821917,-1.4722947251405172,-1.6703149867729952,-1.5198280852901116
2.0,-0.42602192714464193,-1.2108211231742745,-1.4415513908403386,-1.354092295135936,-1.346080671588396,-1.9984915654230961,-1.9162211639477387,-1.3169431597798742
3.0,-0.2696933019785574,-1.3124667539728172,-0.6228007451345509,-1.433928048154602,-1.791370141083959,-1.7275581787577627,-1.9395268067257083,-1.6616775010368212
4.0,-2.598414688634513,-2.2722267596187637,-0.9532428200684365,-2.6125973862982153,-1.6120515315224833,-1.4728798218255488,-1.6316212383355009,-1.6883870806292383
5.0,-2.072163264306422,-0.796946062742957,-1.6681675348650775,-1.4443245736203851,-2.163090073281475,-1.6389193714710437,-1.8079432615388324,-1.6385085895779152
6.0,-0.9159923724923331,-1.5007726533495014,-1.6678673504499146,-1.9496443391105693,-1.6276204383071848,-1.3199119121188199,-1.9369576863707223,-1.789499668630084
7.0,-1.2710717018181614,-2.0881270857781917,-1.3369556489768135,-2.082526685969834,-1.863900841713174,-1.9966780982328027,-1.4655704654755017,-1.5415277402102248
8.0,-1.0265838618980518,-0.7453986175346342,-1.8739575190768851,-1.6713136348071695,-1.6947247656750508,-2.0172780830988213,-1.7687146108455427,-1.5918480254235465
9.0,-1.6978960096886098,-1.0687582341856934,-1.0391605731659648,-1.4689263397548007,-2.094746615326689,-1.4613333261391053,-1.4201224859813153,-1.7340498140443403
10.0,-0.29785783756938294,-2.1644619136702272,-1.3678254682716195,-2.139998583798896,-1.5250125170496203,-1.4348958857990268,-1.6315536538325384,-1.5033440100839186
11.0,-0.3767703352092023,-0.38991182042627603,-1.406752840182829,-1.3624431369756294,-2.0878504342730912,-1.6672682686305564,-1.575347801990195,-1.6493064109679436
12.0,-0.9477038578501468,-1.0364362606452566,-1.2238330543262235,-1.3382281847446549,-1.5844622881945425,-1.5294392781689568,-1.6682127549105623,-1.8134215640742621
13.0,-0.08893879328359079,-1.4214302387076079,-0.7901791342730692,-1.5694015413142945,-1.951014356339956,-1.4473884738214018,-2.134856562169321,-1.5830397665822733
14.0,-0.6179178288261034,-0.4856938629003112,-1.4283527146701989,-1.8659030405799224,-1.844313901367803,-1.7918789912174289,-1.8372639213834694,-1.5979736300857978
15.0,-1.68481327843941,-1.3141168305766828,-1.541394269609121,-1.8979173510981366,-1.2979059624400782,-1.763178461874797,-1.6375862367511103,-1.4698826910425222
16.0,-0.6915187829694309,-1.4188375073617643,-0.86510274001496,-1.2324632315096873,-1.4462378717269797,-1.5576466058084193,-1.5384003900069518,-1.4874010364140176
17.0,-1.7590863674835642,-1.7824454101918097,-1.0846842522352738,-2.0635899743484427,-1.2898015717641098,-1.3929799176729039,-1.949474741273362,-1.6436355907139473
18.0,-0.2744710241708415,-1.055227143877485,-1.6138264103384259,-1.2102602141010328,-1.1741342417856135,-1.852118621980074,-1.6101316069313938,-1.7012757586591325
19.0,-1.0200850669201456,-1.1121631859349315,-1.4741910889441983,-1.6106681741539435,-1.79965889564821,-1.630731717130877,-1.8118993169557598,-1.616138517287452
20.0,-1.125881532410329,-1.3766801042601093,-1.3908869314400534,-1.5831208456107007,-1.1811660612012835,-1.636619744685644,-1.5458451325771752,-1.5502650418804598
21.0,-1.5228896854306182,-1.8406703191954208,-1.3174386898145747,-2.1096248614172657,-1.9775059264343278,-1.4838517304145475,-1.5906152191060996,-1.52566142404249
22.0,0.015054459884212204,-1.3010062530218633,-2.0246872979350643,-1.5905737459361096,-1.3753625043715694,-1.5750652434352432,-1.4392971458230865,-1.5528613872277146
23.0,-1.0923846566325681,-1.4129514641178524,-2.0971944069975237,-1.3354708000162374,-1.7057005721039336,-1.6911007031779055,-1.3728577424005435,-1.61599604209738
24.0,-1.3101616984449511,-2.1440915373759597,-1.8213926937532283,-1.9733315828943445,-1.819263721152606,-1.2848734476785268,-1.4861258036886111,-1.4265672168025378
25.0,-1.2457108844035045,-2.220322630989018,-1.8489773949501032,-1.3642033069176467,-1.3974303874811862,-1.6812043078207346,-1.4047972245811056,-1.7083059634293352
26.0,-0.5295012649369796,-1.0305931466634757,-1.7116229822495561,-1.4946352744405813,-1.3037349425387152,-1.6217318255597766,-1.6345456346761407,-1.1663068712504951
27.0,-0.6610526504998295,-2.869462286392728,-1.1776503065694928,-1.7315630610144455,-1.3074034958116274,-1.9087872276685887,-1.018663538524872,-1.4559987890787989
28.0,-0.619914921412721,-1.2314350710901474,-1.5061102103638453,-1.2334348834125513,-1.4923480492859598,-1.7081684427921755,-1.7947475341442627,-1.775560202833609
29.0,-0.6023251890936826,-1.6249623894012495,-1.3504170050846784,-2.236149766312915,-1.5105031132767934,-1.428808608336592,-1.6579206142693683,-1.5482768018214612
30.0,0.7802630926242173,-0.5811279001470872,-1.9344944078981636,-1.391992147760219,-1.3996142079022584,-1.4687901561789993,-1.3788219227348049,-1.44495896860704
31.0,-1.2714578006948725,-1.6254465592470302,-1.61426821776488,-0.9683229168859826,-1.4557634188770803,-1.402579205771471,-1.4041784555964725,-1.6336716953417803
32.0,-1.353796770558148,-0.9502379176450122,-1.1755059548402025,-1.0231489609151583,-1.387496751566379,-1.409803520600335,-1.4521502574019614,-1.826564256001562
33.0,-1.5939488857423632,-1.560820471597853,-1.168021127181217,-1.3648567873818211,-1.4746358509488462,-1.0619830303411928,-1.412792892761725,-1.7460662596489074
34.0,-0.4380213630186038,-1.259426017577877,-1.71027910320634,-1.58844456723532,-1.2980935661215967,-1.6937194279217853,-1.941990695406237,-1.4735904431097795
35.0,-0.02135718615132104,-0.8926121627302299,-1.338956769078885,-1.69433609820156,-1.9615746908012577,-1.8855696274273113,-1.23059897738882,-1.8634051332407837
36.0,-1.0206377187909785,-1.5864425679078613,-0.49094701225105375,-1.5805207905724912,-1.5535673474139304,-1.7548245109635545,-1.5737340191162141,-1.8090585450424048
37.0,-1.6032518741023671,-0.7331066875403018,-1.4047694352400881,-1.2974538815482528,-1.8882451582236677,-1.6738933613578735,-1.2914025465184635,-1.4678275455222431
38.0,-1.5876229550311751,-1.8872172301988779,-1.6804101443560944,-1.7385131711708985,-1.435894284280539,-1.7314003697574882,-1.921461922704199,-1.5955454805787892
39.0,-0.39515755781029754,-1.1333152021876174,-1.4611142539796107,-1.2190054145997955,-1.06340467354008,-1.4891150964699895,-1.4772606981944518,-1.6745384025338113
40.0,-0.3174519819979309,-0.763668240123423,-1.3468348736281925,-0.7617891637296461,-1.631581791351608,-1.226535639974809,-1.6331348993027026,-1.638532730092822
41.0,-0.47582694465712416,-0.9123662301967628,-1.4435221554295123,-1.4810492180995163,-1.4656288607156973,-1.159391102126388,-1.4118667791418407,-1.8036619377254202
42.0,-1.4474956778737857,-0.1770534312629491,-1.3898197070397948,-1.8997146677762307,-1.292210369280997,-1.3885721299338922,-1.4589802930038756,-1.4683910536207418
43.0,-0.7206479319002971,-1.732567410469249,-1.970643573687888,-1.8960083166863357,-2.05195100827208,-1.0192040445706696,-1.4475636728370467,-1.6875649954265768
44.0,-0.8107892949560026,-2.086800098745846,-1.767473186012263,-1.1933498885400984,-1.6310839697957058,-1.5761574546062695,-1.7205973016940692,-1.6401941012777623
45.0,-0.725561449605104,-1.8587673112287812,-1.4266221827315744,-1.4651601581897062,-1.3883436426517222,-1.8595713320607241,-1.525581182313675,-1.4884999540986308
46.0,-0.19622905464286372,-0.8916628570888242,-1.4292575860057914,-1.152926238781977,-2.266464225760481,-1.2555614973745473,-1.5477317683794276,-1.5906691006952411
47.0,-0.7156628515775713,-0.9821890532911859,-1.5913807665500599,-1.6140010811420045,-1.7446196094407298,-1.9011012538118517,-1.4159337386150659,-1.6664371474657558
48.0,-0.3455335281303339,-1.2084134486660327,-1.4262844824050123,-1.1609691376714584,-1.180303321879906,-1.6561895644126248,-1.3192634843619524,-1.8852143913041113
49.0,-0.8355400069853427,-1.9174253832958843,-1.3238224835169643,-1.4832698332829337,-1.2038713673422712,-1.3684731179784189,-1.4798130992133969,-1.482297755281738
50.0,-0.6539305235877535,-0.8135833731596358,-0.9768667730618944,-1.6689923445114687,-1.370940417039488,-1.5059545195157606,-1.753873143345253,-1.5311996676798638
51.0,-0.37505042949815914,-1.9686227293660579,-1.3825344972704556,-1.556375005833943,-1.2310030359849993,-1.5239285171708967,-1.485915474090416,-1.6328087146574284
52.0,-2.0561845165404598,-0.5774132015939056,-1.1723599120950692,-1.8153001173800318,-1.4086122456030479,-1.7439025571693905,-1.0020710185985686,-1.7214993941212478
53.0,-1.1359782298476573,0.41503412311794247,-1.5582440294519724,-0.7622178779624968,-1.314117771294905,-1.4801388796309276,-1.187437677829089,-1.5421976851371615
54.0,-1.254549478992832,-1.0306947081214064,-1.0932512632365494,-1.446156971331868,-1.5469968712217932,-1.2513158001432954,-2.078041986808076,-1.4624678983300017
55.0,-1.387480112281295,-0.9006629918353593,-1.1709055803117647,-1.1988904892854826,-1.4280319081371244,-1.470216022983813,-1.491480171112297,-1.528063721855601
56.0,-1.0912220814530371,-1.5229191059293525,-0.9642730487665232,-1.5849966531015036,-1.6278791711553813,-1.6593102240784272,-1.3234288950049797,-1.2654087993083654
57.0,0.339092153955625,-2.2856705751672655,-1.0237682833552417,-1.75163489786509,-1.1134175087372362,-1.7515316705360398,-1.5380562235429656,-1.425234993650397
58.0,-1.5616599417720367,-1.5790449914041347,-1.0718539246421608,-1.4791280174768153,-1.041550418844256,-1.6522605544802182,-1.5913927798495755,-1.5644638791388168
59.0,-0.0797218415906984,-1.8604331435103134,-1.3529268761303541,-1.0363422888636846,-1.0777681863713073,-1.3819429341453122,-1.5539991095083252,-1.4207494373235132
60.0,-2.2146345827708775,-2.0626504482432657,-1.2072098898635493,-1.5678295960095476,-1.5589039358237395,-1.3918937702115675,-1.395947068981136,-1.53926736900988
61.0,-1.1247064567084273,-0.2143179871506371,-0.8647012724675525,-1.6802643977691414,-1.7044517419005316,-1.6473265498053486,-1.7240760827009405,-1.540715970932824
62.0,-0.7204887948052887,-1.0540545428743928,-1.5718485300960612,-1.3394913066139855,-1.0999250518143329,-1.9624774345165152,-1.2733984167753176,-1.3280192044661718
63.0,-0.3760828961519853,-0.9880705394381024,-1.5586544134511482,-1.2236164552830728,-1.2962755234985024,-1.3724648485775688,-1.5137654119438884,-1.7037513262774802
64.0,-0.27235806427699344,-1.3850834723232417,-1.21987393235906,-0.8441483662177015,-1.3528213163707015,-1.6670792358567308,-1.6836925876830826,-1.547532920033659
65.0,-0.20321712245062706,-1.3020669249328762,-1.1197008388278262,-1.266294100303322,-1.6112546259006644,-1.3111318301672965,-1.2868856629739702,-1.3495494791460898
66.0,-1.1212511869487918,-0.6363557300646803,-1.629764158134652,-1.1681741306071296,-1.3235799611610248,-1.6344860386554774,-1.8023783560422555,-1.501188105137952
67.0,-1.209964628803125,-1.2127726423131842,-1.3161558464983176,-1.1409385755062507,-1.7304418335903577,-1.6861141144733571,-1.6120494010954383,-1.6182849045070837
68.0,-0.14236096291217487,-0.8813771674931639,-1.320924482904668,-1.7554144642937823,-1.2645979216952568,-1.4302880896254633,-1.6159395723356407,-1.847979498793827
69.0,-0.9855787388362898,-1.3005874493047318,-2.196377263536384,-1.6906170203331876,-1.062142168677781,-0.9363194818209452,-1.0928849426450358,-1.9457517157689705
70.0,-1.857105509621579,-1.3819521106033446,-1.366666552138651,-1.7280983967906791,-0.9928831022144029,-1.2966620180671027,-1.6394738796533277,-1.2050558799232534
71.0,-1.7393769057407227,-1.997943177860871,-1.337793832389777,-1.8077118754375723,-1.241093914893064,-1.4340018542533404,-1.9239797038762445,-1.5084227980412315
72.0,-1.5640469776980017,-2.3265014599044327,-1.335988245134277,-1.1046414684681989,-1.8049757608760688,-1.3842733256137087,-1.6215361109196194,-1.6624070803324784
73.0,-0.4188174518197944,-1.324094134859306,-0.6801434514948711,-1.269109433395092,-1.3773705258978604,-1.8571716686159179,-1.4225156854974574,-1.5046122422918438
74.0,-0.7019813795260706,-1.1353791121247159,-1.7672151074283087,-1.3364997310619757,-0.8517680800204053,-1.7166258455106527,-1.3602962064822934,-1.7277392839800005
75.0,-0.25714821057470366,-1.9131575153171279,-1.6022807416499407,-2.2149734735411686,-1.6638612233098249,-2.0280850917252033,-1.0736150011408832,-1.624137564614918
