time_s,axis_1,axis_2,axis_3,axis_4,axis_5,axis_6,axis_7,axis_8
0.0,-1.1119971578554915,-1.5309987222858168,-0.9843020178043075,-1.0836314862249907,-1.0878662021047238,-1.4880260149840547,-1.7277729743032384,-1.2835781999458051
1.0,-0.571613530089876,-1.1440743506436,-0.9551774418245534,-1.0667985428888387,-1.0061788408910846,-1.51684744197395,-1.703354414415271,-1.132418385273906
2.0,-0.7194043011421554,-1.1126104652356397,-0.5076808081137788,-0.9745591580505125,-1.18135177515456,-1.6781604093501483,-1.7446043998471599,-1.1195465165305647
3.0,-0.7413703963212424,-1.1230670769016087,-0.5725410904116046,-0.9692913081845986,-1.232014420675275,-1.6509778539535924,-1.7042215054715337,-1.2008354259058918
4.0,-1.4255020909263345,-1.0249320278871246,-0.6234531572678655,-0.970136482845402,-1.430609897315346,-1.5636524500740137,-1.7609989209717969,-1.4080471887118715
5.0,-1.3915286842251071,-1.092109477288347,-0.9142930258992316,-1.2260104097614064,-1.2362249194606967,-1.4956627070155004,-1.6928602402784323,-1.4169984844093189
6.0,-1.3282362182844731,-1.1085737635715183,-1.2145225551961993,-1.237254340152986,-1.3534102757709952,-1.5203221508354765,-1.6809690849749324,-1.2784693935824847
7.0,-0.7542203665570159,-1.0417627470144262,-1.2377484540790138,-1.1401197836020218,-1.2857664944092606,-1.5416693144784481,-1.692886011633404,-1.2456704254622901
8.0,-1.396160326658702,-0.8476484965113842,-0.9813495510689075,-1.1276342667706793,-1.3657827627674886,-1.6638814902078527,-1.59745860416834,-1.2774892827105868
9.0,-0.7563344622835245,-0.7485750783127918,-0.8809689653579985,-1.121797405166309,-1.2555425109082972,-1.5008233823046764,-1.6549161892124655,-1.2899033792587633
10.0,-0.704538686149846,-0.8126223692854739,-0.7546502661995435,-1.0627152651642877,-1.3267045066357788,-1.5240573475572772,-1.57821627092152,-1.2603220824222672
11.0,-0.2565663583637475,-0.8210860231874478,-0.8385931052263261,-0.9624057937662288,-1.2496142830875099,-1.445517216558003,-1.5932600323849122,-1.2782368127462613
12.0,-0.2908197148433859,-0.6100073601906056,-0.7062985763266054,-0.7851984134630209,-1.3354150327700631,-1.4955380512483016,-1.698854784489447,-1.294450283249947
